id;name;energia, laskennallinen (kJ);hiilihydraatti imeytyvä (g);rasva (g);proteiini (g);alkoholi (g);kuitu, kokonais- (g);orgaaniset hapot (g);sokerialkoholi (g);tärkkelys (g);sokerit (g);fruktoosi (g);galaktoosi (g);glukoosi (g);laktoosi (g);maltoosi (g);sakkaroosi (g);polysakkaridi, vesiliukoinen ei-selluloosa (g);kuitu veteen liukenematon (g);rasvahapot yhteensä (g);rasvahapot monityydyttymättömät (g);rasvahapot yksittäistyydyttymättömät cis (g);rasvahapot tyydyttyneet (g);rasvahapot trans (g);rasvahapot n-3 monityydyttymättömät (g);rasvahapot n-6 monityydyttymättömät (g);rasvahappo 18:2 cis,cis n-6 (linolihappo) (mg);rasvahappo 18:3 n-3 (alfalinoleenihappo) (mg);rasvahappo 20:5 n-3 (EPA) (mg);rasvahappo 22:6 n-3 (DHA) (mg);kolesteroli (GC) (mg);sterolit (mg);kalsium (mg);rauta (mg);jodidi (jodi) (µg);kalium (mg);magnesium (mg);natrium (mg);suola (mg);fosfori (mg);seleeni (µg);sinkki (mg);tryptofaani (mg);folaatti, kokonais- (µg);niasiiniekvivalentti NE (mg);niasiini (nikotiinihappo + nikotiiniamidi) (mg);pyridoksiini vitameerit (vetykloridi) (B6) (mg);riboflaviini (B2) (mg);tiamiini (B1) (mg);B12-vitamiini (kobalamiini) (µg);C-vitamiini (mg);A-vitamiini RAE (µg);karotenoidit (µg);D-vitamiini (µg);E-vitamiini alfatokoferoli (mg);K-vitamiini (µg)
33569;Pähkinäsekoitus, suolaton;2655;7.6;58.8;16.5;0;8.9;0;0;3.7;3.9;0.1;0;0.1;0;0;3.6;0.6;3.7;54.2;19.6;27.0;7.6;0;1.7;17.9;17917;1728;0;0;0;107.0;105.0;3.5;7.5;602.0;208.2;2.9;7.3;405.1;313.3;3.5;209.2;61.0;6.7;3.2;0.34;0.12;0.55;0;0.8;0.8;36.8;0;5.0;6.42
34872;Pähkinäsekoitus, suolaton, paahdettu;2655;7.6;58.8;16.5;0;8.9;0;0;3.7;3.9;0.1;0;0.1;0;0;3.6;0.6;3.7;54.2;19.6;27.0;7.6;0;1.7;17.9;17917;1728;0;0;0;107.0;105.0;3.5;7.5;602.0;208.2;2.9;7.3;405.1;313.3;3.5;209.2;45.7;6.0;3.2;0.34;0.11;0.44;0;0.6;0.7;36.8;0;5.0;6.42
33579;Pähkinäsekoitus, suolattu;2612;8.6;57.0;16.8;0;8.9;0;0;4.3;4.3;0.1;0;<0.1;0;0;3.0;0.5;3.0;52.8;18.6;26.5;7.7;0;1.5;17.1;17122;1470;0;0;<0.1;90.5;106.0;3.5;6.3;650.8;193.8;389.5;992.5;410.5;275.1;3.3;173.0;43.2;5.1;2.8;0.46;0.11;0.47;0;0.7;2.3;221.5;0;4.6;7.25
11580;Pähkinävälipala, makea, patukka/levy;1875;34.5;28.1;9.2;0;7.3;<0.1;0;0.7;33.8;6.4;0;25.8;0;0;1.6;0.2;3.1;26.1;5.3;18.1;2.7;0;<0.1;5.3;5283;34;0;0;0;64.7;146.0;2.4;2.8;353.5;76.5;3.5;9.0;198.6;5.9;1.6;130.8;42.3;4.4;2.2;0.21;0.07;0.37;0;0.6;0.6;37.0;0;5.6;5.69
11062;Päärynä, kuorittu;181;8.0;<0.1;0.3;0;3.9;0.4;0;0;8.0;4.8;N/A;2.3;0;0;0.9;0.7;2.1;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;38;9;0;0;0;12.0;11.0;0.2;1.0;150.0;7.0;1.4;3.5;13.0;1.0;0.1;3.0;2.0;0.3;0.3;0.02;0.03;<0.01;0;6.0;1.6;131.8;0;<0.1;2.00
28917;Päärynä, punnittu kuorineen;159;7.0;<0.1;0.3;0;3.4;0.4;0;0;7.0;4.2;N/A;2.0;0;0;0.8;0.6;1.9;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;33;8;0;0;0;10.6;9.7;0.2;0.9;132.0;6.2;1.2;3.0;11.4;0.9;<0.1;2.6;1.8;0.3;0.3;0.02;0.03;<0.01;0;5.3;1.4;116.0;0;<0.1;1.76
33925;Quorn, fileet, kuutiot, rouhe;465;5.0;3.0;13.7;0;4.8;N/A;N/A;4.2;0.8;N/A;N/A;N/A;0;0;0;N/A;N/A;2.4;1.4;0.4;0.6;0;0.4;1.0;990;370;0;0;0;N/A;29.0;0.5;N/A;128.0;37.0;330.0;840.8;190.0;0;8.0;N/A;21.0;2.7;0.4;0.10;0.30;1.20;0.3;0;0;0;0;0;0
34456;Quorn-tomaattikastike;275;5.2;2.3;4.4;0;2.8;0.2;0;1.4;3.8;1.2;0;0.9;0;0;0.6;0.3;0.5;2.1;0.9;0.9;0.3;0;0.2;0.7;680;239;0;0;0.4;15.6;21.9;0.4;14.6;237.9;17.7;325.9;830.3;78.3;0.3;2.4;8.2;13.1;1.1;0.6;0.10;0.10;0.29;<0.1;8.5;76.6;5529.9;0;0.7;8.78
32724;Raakamakkara, chorizo, kotitekoinen;1028;1.2;19.0;17.7;0;0.3;<0.1;0;0.4;0.8;0.5;0;0.3;0;0;<0.1;<0.1;<0.1;18.0;2.2;8.0;7.3;<0.1;0.2;1.9;1781;159;7;7;52.9;1.6;18.0;1.4;5.7;314.9;24.0;1085.0;2764.5;163.1;16.0;2.4;218.0;3.7;6.9;4.9;0.41;0.20;0.57;0.8;3.7;11.1;2227.6;0.3;0.6;3.30
32602;Raakamakkara, grilliwurst chorizo, saarioinen;952;1.0;18.7;14.2;0;<0.1;<0.1;0;0.1;0.9;<0.1;0;0.9;0;0;<0.1;<0.1;<0.1;17.7;2.1;7.9;7.3;<0.1;0.2;1.8;1731;151;5;5;45.5;0.4;11.3;1.1;2.7;235.6;18.0;551.8;1405.9;134.9;13.2;2.0;175.1;2.7;6.7;3.8;0.33;0.15;0.43;0.8;0.7;9.2;21.9;0.2;0.4;2.02
32722;Raakamakkara, rypsiporsas kabanossi, keskiarvo, hk;816;1.0;14.3;15.9;0;<0.1;<0.1;0;0.1;0.9;<0.1;0;0.9;0;0;<0.1;<0.1;<0.1;13.4;2.4;6.4;4.6;<0.1;0.4;1.6;1564;417;0;3;42.1;21.8;12.0;0.6;2.6;237.3;19.6;823.3;2097.8;135.6;15.4;1.2;186.6;1.9;5.6;2.5;0.34;0.17;0.70;0.5;0.7;3.1;14.8;0.2;0.8;5.65
30369;Raakamakkara, siskonmakkara;888;0.9;16.7;10.0;0;<0.1;0;0;<0.1;0.9;0;0;0.9;0;0;0;<0.1;<0.1;15.8;2.0;7.1;6.5;<0.1;0.2;1.8;1666;138;5;5;32.0;0.9;10.4;0.6;1.9;188.2;16.5;653.2;1664.4;103.6;9.1;1.2;120.0;2.2;4.5;2.5;0.22;0.11;0.38;0.5;0;5.6;2.2;0.2;0.3;1.46
32385;Raejuusto, rasvaa 1,5 %;376;2.4;1.5;16.4;0;0;<0.1;0;0;2.4;0;0.6;0.6;1.1;0;0;0;0;1.5;<0.1;0.4;1.0;<0.1;<0.1;<0.1;20;9;0;0;12.4;0.1;84.5;<0.1;17.0;99.2;8.5;300.0;764.4;200.0;9.2;1.0;164.3;27.0;2.9;0.1;0.06;0.19;0.03;0.7;0.2;15.4;10.6;<0.1;<0.1;0.17
649;Raejuusto, rasvaa 2-5 %;385;2.5;2.0;15.8;0;0;N/A;N/A;0;2.5;0;0.6;0.6;1.4;0;0;0;0;1.9;<0.1;0.5;1.4;<0.1;<0.1;<0.1;26;12;0;0;14.6;0.2;70.0;0.1;17.0;100.0;9.0;300.0;764.4;200.0;12.2;1.4;220.0;27.0;3.8;0.1;0.06;0.22;0.03;0.7;0;20.8;13.7;<0.1;<0.1;0.17
30406;Raejuusto, rasvaa 2-5 %, laktoositon;385;2.5;2.0;15.8;0;0;N/A;0;0;2.5;0;1.2;1.2;<0.1;0;0;0;0;1.9;<0.1;0.5;1.4;<0.1;<0.1;<0.1;26;12;0;0;14.6;0.2;70.0;0.1;17.0;100.0;9.0;300.0;764.4;200.0;12.2;1.4;220.0;27.0;3.8;0.1;0.06;0.22;0.03;0.7;0;20.8;13.7;<0.1;<0.1;0.17
11155;Raejuusto, rasvaa 2-5 %, vl;385;2.5;2.0;15.8;0;0;0;0;0;2.5;0;1.0;1.0;0.5;0;0;0;0;1.9;<0.1;0.5;1.4;<0.1;<0.1;<0.1;26;12;0;0;14.6;0.2;70.0;0.1;17.0;100.0;9.0;300.0;764.4;200.0;12.2;1.4;220.0;27.0;3.8;0.1;0.06;0.22;0.03;0.7;0;19.9;13.7;<0.1;<0.1;0.17
635;Raejuusto, rasvaton, vl;353;2.0;0.3;18.0;0;0;0.1;0;0;2.0;0;0.8;0.8;0.5;0;0;0;0;0.3;<0.1;<0.1;0.2;<0.1;<0.1;<0.1;4;2;0;0;7.1;0;120.0;<0.1;17.0;97.2;7.3;300.0;764.4;200.0;1.7;0.3;27.9;27.0;0.5;<0.1;0.06;0.11;0.02;0.7;0.8;2.1;3.0;<0.1;<0.1;0.16
8510;Raejuusto-munavoi;713;1.2;13.0;12.4;0;0;<0.1;0;0;1.2;0;0.2;0.4;0.6;0;0;0;0;11.8;2.3;4.6;4.5;<0.1;0.5;1.7;1611;480;0;51;185.6;18.8;58.1;0.9;55.1;103.9;10.5;631.0;1607.7;183.0;20.8;1.2;189.6;39.0;3.3;<0.1;0.09;0.27;0.07;1.5;<0.1;210.4;358.2;2.9;2.0;4.50
30671;Rahka, hedelmärahka, kevytmaito, kotitekoinen;311;11.2;0.6;5.2;0;0.4;0.7;0;0;11.2;0.7;0;0.7;2.2;0;7.6;<0.1;0.3;0.4;<0.1;<0.1;0.2;<0.1;<0.1;<0.1;13;6;0;0;3.8;3.2;76.0;0.2;11.2;134.0;9.7;52.9;134.7;100.4;2.3;0.5;80.3;9.7;1.5;0.2;0.05;0.15;0.05;0.3;7.0;10.7;113.8;0.2;0.3;0.34
6016;Rahka, hedelmärahka, kuohukermaa, kotitekoinen;644;13.6;9.1;3.9;0;0.4;0.5;0;0;13.6;0.7;0;0.7;1.7;0;10.4;<0.1;0.3;8.5;0.2;2.0;5.9;0.3;<0.1;0.1;122;39;0;0;19.7;3.4;57.2;0.2;9.2;111.4;8.0;39.8;101.4;75.6;1.7;0.4;56.9;8.6;1.2;0.2;0.04;0.13;0.04;0.2;7.5;85.6;155.3;<0.1;0.5;2.96
33629;Rahka, jälkiruoka/välipala, teollinen, tuotekeskiarvo;456;12.2;2.9;7.6;0;0.1;0.9;0;0.2;11.9;0.1;0.9;1.0;1.4;<0.1;8.5;<0.1;<0.1;2.6;<0.1;0.6;1.8;<0.1;<0.1;<0.1;40;12;0;0;9.3;1.1;112.8;<0.1;14.6;171.4;10.5;70.5;179.6;132.0;3.1;0.4;110.9;10.8;1.8;0.1;0.04;0.17;0.04;0.4;1.5;24.6;23.9;0.2;<0.1;0.84
622;Rahka, maitorahka, maustamaton, rasvaa <0,5 %;248;3.0;0.4;9.8;0;0;1.2;0;0;3.0;0;0;0;3.0;0;0;0;0;0.2;<0.1;<0.1;0.1;<0.1;<0.1;<0.1;6;1;0;0;6.0;0.4;117.0;<0.1;17.0;170.0;12.0;99.1;252.6;180.0;3.9;0.6;160.0;16.0;2.8;0.1;0.05;0.23;0.05;0.6;1.0;1.5;4.6;<0.1;<0.1;0
11156;Rahka, maitorahka, maustamaton, rasvaa <0,5 %, vl;245;3.1;0.4;9.8;0;0;0.8;0;0;3.1;0;1.3;1.3;0.5;0;0;0;0;0.2;<0.1;<0.1;0.1;<0.1;<0.1;<0.1;6;1;0;0;6.0;0.4;117.0;<0.1;17.0;170.0;12.0;99.1;252.6;180.0;3.9;0.6;160.0;16.0;2.8;0.1;0.05;0.23;0.05;0.6;1.0;1.5;4.6;<0.1;<0.1;0
33179;Rahka, maitorahka, maustamaton, rasvaa 0,3 %, laktoositon;269;4.2;0.4;9.8;0;0;1.2;0;0;4.2;0;2.1;2.1;0;0;0;0;0;0.2;<0.1;<0.1;0.1;<0.1;<0.1;<0.1;6;1;0;0;6.0;0.4;110.0;<0.1;17.0;170.0;12.0;99.1;252.6;180.0;3.9;0.6;160.0;16.0;2.8;0.1;0.05;0.23;0.05;0.6;1.0;1.5;4.6;<0.1;<0.1;0
34602;Rahka, maitorahka, maustamaton, rasvaa 0,3 %, proteiinia 12 %, laktoositon;304;4.1;0.4;12.1;0;0;1.2;0;0;4.1;0;2.0;2.0;0;0;0;0;0;0.2;<0.1;<0.1;0.1;<0.1;<0.1;<0.1;6;1;0;0;5.8;0.4;107.2;<0.1;16.6;165.8;11.7;96.7;246.3;175.5;3.8;0.5;183.5;15.6;2.7;<0.1;0.05;0.22;0.04;0.6;1.0;1.4;4.5;<0.1;<0.1;0
34592;Rahka, maitorahka, maustamaton, rasvaa 2,3 %, vl;308;3.1;2.3;9.4;0;0;0.8;0;0;3.1;0;1.2;1.2;0.6;0;0;0;0;2.0;<0.1;0.5;1.4;<0.1;<0.1;<0.1;30;9;0;0;9.6;0.4;114.6;<0.1;16.6;166.4;11.7;95.5;243.4;174.0;3.8;0.5;153.0;15.5;2.7;0.1;0.05;0.22;0.04;0.6;1.0;18.3;11.6;<0.1;<0.1;0.58
30672;Rahka, marjarahka, kevytmaito, kotitekoinen;254;6.9;0.7;5.2;0;1.2;1.1;0;0;6.9;1.1;0;1.1;2.2;0;2.5;0.4;0.8;0.4;<0.1;<0.1;0.3;<0.1;<0.1;<0.1;33;27;0;0;3.8;6.5;86.6;0.4;10.5;185.6;13.7;51.6;131.4;110.3;2.2;0.4;82.6;15.1;1.6;0.2;0.06;0.16;0.04;0.3;16.3;3.9;60.0;0.2;0.4;4.25
6015;Rahka, marjarahka, kuohukermaa, kotitekoinen;719;16.8;9.4;3.9;0;1.0;0.9;0;0;16.8;0.9;0;0.9;1.8;0;13.3;0.3;0.7;8.8;0.3;2.1;6.1;0.3;<0.1;0.2;139;56;0;0;20.4;5.2;66.8;0.3;9.1;146.1;10.7;39.7;101.0;84.7;1.8;0.3;60.3;12.7;1.2;0.2;0.04;0.13;0.03;0.2;13.0;80.3;80.8;<0.1;0.5;6.09
34591;Rahka, maustamaton, kermarahka, rasvaa 10 %;564;3.0;10.0;7.8;0;0;0.9;0;0;3.0;0;0;0;3.0;0;0;0;0;9.4;0.2;2.3;6.6;0.3;<0.1;0.2;128;38;0;0;24.1;0.3;105.0;<0.1;15.2;152.2;10.7;81.0;206.4;149.9;3.3;0.5;125.1;13.7;2.2;0.1;0.04;0.21;0.04;0.5;0.9;85.4;39.8;<0.1;0.2;2.91
35171;Rahka, maustamaton, kermarahka, rasvaa 4,3 %;401;3.0;4.3;10.5;0;0;1.1;0;0;3.0;0;0;0;3.0;0;0;0;0;3.9;0.1;1.0;2.8;0.1;<0.1;<0.1;56;16;0;0;13.7;0.3;145.7;<0.1;15.8;204.3;11.4;104.2;265.5;163.3;3.5;0.5;155.7;14.6;2.5;<0.1;0.05;0.21;0.04;0.5;0.9;35.7;18.8;<0.1;<0.1;1.19
34601;Rahka, maustettu, arla protein proteiinirahka, laktoositon;327;7.6;0.4;9.9;0;0.2;1.1;0;0.9;6.3;0.1;1.9;2.0;0;0;2.2;<0.1;<0.1;0.2;<0.1;<0.1;0.1;<0.1;<0.1;<0.1;10;3;0;0;5.4;1.2;100.8;0.1;15.5;165.7;11.8;90.8;231.3;164.7;3.5;0.5;156.2;15.1;2.5;0.1;0.05;0.21;0.04;0.5;2.7;1.6;25.5;<0.1;<0.1;0.33
33404;Rahka, maustettu, danio, rasvaa 3 %;469;14.0;3.1;5.9;0;0.1;1.2;0;<0.1;14.0;0.1;0;0.1;3.2;0;10.6;<0.1;<0.1;2.8;<0.1;0.7;1.9;<0.1;<0.1;<0.1;42;14;0;0;9.2;0.9;105.1;<0.1;14.2;154.2;10.7;62.3;158.8;119.6;2.8;0.4;91.6;10.0;1.6;0.1;0.05;0.18;0.03;0.4;2.3;26.9;26.2;<0.1;0.1;1.07
33405;Rahka, maustettu, danio stracciatella, rasvaa 4,4 %;559;16.2;4.4;6.1;0;<0.1;1.3;0;<0.1;16.2;<0.1;0;<0.1;3.3;0;12.8;<0.1;<0.1;4.0;0.1;1.0;2.8;0.1;<0.1;<0.1;66;15;0;0;11.0;1.9;109.7;<0.1;14.8;153.6;11.3;64.4;164.1;125.0;2.9;0.4;93.8;9.6;1.6;<0.1;0.04;0.18;0.03;0.4;0.9;35.4;20.9;<0.1;<0.1;0.88
33147;Rahka, maustettu, danonino, rasvaa 2,9 %, d-vitamiinia 1,25 ug;463;13.7;2.9;6.5;0;0.1;0.8;0;0.9;12.8;0.2;0.5;0.7;1.9;<0.1;9.5;<0.1;<0.1;2.8;<0.1;0.7;2.0;<0.1;<0.1;<0.1;34;12;0;0;10.9;1.0;180.0;<0.1;12.9;142.6;10.5;63.7;162.4;130.6;3.0;0.4;103.7;11.7;1.8;0.1;0.05;0.17;0.04;0.4;1.8;28.1;22.7;1.2;<0.1;0.38
34596;Rahka, maustettu, profeel proteiinikerrosrahka, laktoositon;324;9.0;0.4;8.3;0;0.3;1.1;0;<0.1;8.2;0.2;1.8;1.9;0;<0.1;4.3;<0.1;0.1;0.2;<0.1;<0.1;0.1;<0.1;<0.1;<0.1;12;4;0;0;5.0;1.5;93.8;0.1;14.6;160.5;11.3;85.4;217.7;153.5;3.3;0.5;134.9;14.9;2.4;0.1;0.05;0.19;0.04;0.5;3.2;1.7;12.7;<0.1;<0.1;0.32
34597;Rahka, maustettu, profeel proteiinirahka, keinotek. makeutettu, laktoositon;304;5.1;0.4;11.1;0;<0.1;1.1;0;0.9;4.2;0.1;2.0;2.0;0;0;<0.1;<0.1;<0.1;0.2;<0.1;<0.1;0.1;<0.1;<0.1;<0.1;7;1;0;0;5.7;0.9;104.0;<0.1;16.1;164.9;11.6;93.4;238.1;170.1;3.6;0.5;170.7;15.2;2.6;0.1;0.05;0.21;0.04;0.6;1.1;1.5;8.1;<0.1;<0.1;0.06
33885;Rahka, maustettu, profeel proteiinirahka, laktoositon;350;9.2;<0.1;11.0;0;<0.1;0.2;0;0;9.2;0;1.2;1.2;0;0;6.8;0;0;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;3;<1;0;0;3.0;0;140.0;<0.1;12.2;352.3;10.8;110.7;282.0;140.0;2.2;0.3;106.3;3.4;0.7;<0.1;0.04;0.15;0.03;0.3;1.0;0.6;2.6;0;<0.1;0.13
32002;Rahka, maustettu, rasvaa 2,9 %;468;14.0;2.9;6.5;0;0.2;0.8;0;1.3;12.7;0.2;0.5;0.7;1.9;0;9.5;<0.1;0.1;2.7;<0.1;0.7;2.0;<0.1;<0.1;<0.1;34;13;0;0;10.8;1.2;130.0;<0.1;12.9;141.6;10.5;64.2;163.7;131.7;3.0;0.4;104.7;11.8;1.9;0.1;0.04;0.18;0.04;0.4;2.3;28.0;29.5;<0.1;0.1;0.63
30673;Rahka, maustettu, rasvaa 3,5 %;478;13.6;3.5;6.2;0;0.1;0.7;0;1.7;11.9;0.1;0.6;0.8;1.8;0;8.6;<0.1;<0.1;3.3;<0.1;0.8;2.4;<0.1;<0.1;<0.1;40;15;0;0;12.3;1.1;95.5;<0.1;12.6;138.8;10.4;60.8;155.0;128.7;3.0;0.4;99.3;11.4;1.8;0.1;0.04;0.17;0.03;0.4;2.3;34.0;30.1;<0.1;0.1;0.67
34600;Rahka, maustettu, rasvaa 4,5 %;500;13.2;4.5;6.2;0;0.1;0.2;0;0.5;12.7;0.1;0;0.2;4.1;0;8.2;<0.1;<0.1;4.3;0.1;1.1;3.0;0.1;<0.1;<0.1;63;19;0;0;12.2;0.9;104.0;<0.1;15.7;145.9;10.7;35.8;91.2;79.2;2.4;0.4;76.6;4.8;0.8;0.1;0.06;0.17;0.03;0.3;2.1;42.3;26.0;<0.1;0.1;1.48
33342;Rahka, maustettu, rasvaa 4,5 %, valio rahkavaahto, laktoositon;589;18.4;4.8;5.3;0;<0.1;0.6;0;0;18.4;0.2;1.4;1.6;0;0;15.2;<0.1;<0.1;4.4;0.1;1.1;3.1;0.1;<0.1;<0.1;63;19;0;0;12.1;0.9;84.7;<0.1;12.9;129.4;9.3;57.2;145.9;107.4;2.6;0.4;83.6;9.2;1.5;0.1;0.04;0.17;0.04;0.4;2.2;42.2;44.6;<0.1;0.2;1.47
34654;Rahka, maustettu, rasvaa 4 %;550;15.7;4.0;7.2;0;<0.1;0.9;0;0.6;15.1;0.1;0;0.1;2.4;<0.1;12.4;<0.1;<0.1;3.7;0.1;0.9;2.6;0.1;<0.1;<0.1;54;17;0;0;11.8;0.8;91.2;<0.1;13.8;142.2;10.1;73.5;187.2;135.0;3.0;0.4;116.3;13.2;2.1;0.1;0.05;0.18;0.04;0.5;2.0;34.0;28.5;<0.1;0.1;1.26
33189;Rahka, maustettu, rasvaa 7 %, makea, laktoositon;674;16.4;7.1;7.1;0;0;0.8;0;0;16.4;0;1.7;1.7;0;0;13.0;0;0;6.6;0.2;1.6;4.7;0.2;<0.1;0.1;92;27;0;0;18.0;0.3;89.8;<0.1;14.2;135.6;9.6;73.8;188.1;135.4;3.1;0.4;114.5;12.3;2.0;<0.1;0.04;0.19;0.04;0.5;0.8;60.5;28.8;<0.1;0.1;2.05
34595;Rahka, maustettu, rasvaa 7 %, vl;641;14.5;7.0;7.2;0;0;1.0;0;0.9;13.6;0;1.1;1.1;0.4;0;11.0;0;0;6.8;0.2;1.6;4.9;0.1;<0.1;<0.1;73;38;0;0;17.8;0.3;94.2;<0.1;14.2;136.7;9.7;74.2;189.0;136.8;3.1;0.4;115.8;12.4;2.0;<0.1;0.04;0.18;0.04;0.5;0.8;60.3;33.1;<0.1;0.1;2.02
34594;Rahka, maustettu, rasvaa 8,8 %, minttu-suklaa, valio, laktoositon;723;15.4;8.8;7.2;0;0.3;0.8;0;1.0;14.4;0;1.7;1.7;0;0;11.0;0.1;0.4;8.0;0.2;2.1;5.5;0.2;<0.1;0.2;147;30;0;0;17.5;7.4;90.9;0.3;13.8;153.5;17.2;72.8;185.5;144.5;3.0;0.5;115.5;12.4;2.0;0.1;0.04;0.18;0.04;0.4;0.8;59.8;29.6;<0.1;0.1;2.13
31956;Rahka, maustettu, rasvaton, keinotekoisesti makeutettu;254;4.9;0.4;8.4;0;0.3;1.0;0;1.8;3.0;0.3;0;0.3;2.4;0;<0.1;<0.1;0.2;0.2;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;11;7;0;0;4.3;2.0;93.0;0.1;12.9;149.8;10.8;72.2;184.0;135.3;2.9;0.4;115.7;13.3;2.0;0.1;0.04;0.18;0.04;0.4;4.7;1.3;17.7;<0.1;0.1;1.07
34649;Rahka, maustettu, rasvaton, keinotekoisesti makeutettu, laktoositon;272;4.8;0.4;9.2;0;0.2;1.2;0;0.5;4.4;0.2;2.0;2.1;0;<0.1;0.1;<0.1;0.1;0.2;<0.1;<0.1;0.1;<0.1;<0.1;<0.1;10;5;0;0;5.6;1.8;104.7;<0.1;16.0;168.6;12.2;92.8;236.5;169.8;3.6;0.5;150.2;16.4;2.6;0.1;0.05;0.21;0.05;0.6;2.3;1.9;22.1;<0.1;<0.1;0.39
34655;Rahka, maustettu, rasvaton, proteiinirahka, vl;353;9.4;0.4;10.0;0;0.1;0.7;0;0;9.0;<0.1;1.2;1.2;0.5;0;6.1;<0.1;<0.1;0.2;<0.1;<0.1;0.1;<0.1;<0.1;<0.1;8;2;0;0;5.7;0.8;130.7;<0.1;15.5;189.5;11.3;100.0;254.8;161.4;3.5;0.5;152.8;14.6;2.5;0.1;0.05;0.20;0.04;0.5;1.5;1.5;8.0;<0.1;<0.1;0.17
34590;Rahka, rahkajogurtti, maustamaton, rasvaa 0,9 %;243;3.4;0.9;8.2;0;0;1.0;0;0;3.4;0;0;0;3.4;0;0;0;0;0.7;<0.1;0.2;0.5;<0.1;<0.1;<0.1;12;3;0;0;6.7;0.3;118.2;<0.1;16.5;166.4;11.8;85.5;218.0;158.4;3.6;0.5;132.2;13.4;2.3;0.1;0.05;0.22;0.04;0.6;1.0;6.5;6.4;<0.1;<0.1;0.14
34598;Rahkajuoma;203;3.8;0.3;7.1;0;0;0.6;0;0;3.8;0;1.7;1.7;0.5;0;0;0;0;0.2;<0.1;<0.1;0.1;<0.1;<0.1;<0.1;5;<1;0;0;4.0;0.2;118.6;<0.1;16.2;166.0;12.0;77.1;196.4;144.0;3.4;0.5;114.4;11.3;2.0;0.1;0.05;0.15;0.04;0.6;1.1;1.2;4.1;2.0;<0.1;<0.01
32332;Rahkamarjapiirakka, muropohja;968;26.0;10.8;6.4;0;1.3;0.7;0;11.2;14.8;0.7;<0.1;0.7;1.2;0.1;12.1;0.4;0.9;10.0;1.4;3.7;4.7;0.2;0.4;1.0;1009;338;0;15;62.8;34.8;112.1;0.6;15.1;155.0;14.5;126.6;322.5;143.5;7.6;0.6;93.3;20.4;1.7;0.3;0.07;0.15;0.05;0.5;6.8;75.2;156.6;0.9;1.3;8.26
32057;Rahkamarjapiirakka, muropohja, gluteeniton, maito, vehnätärkkelys;1118;33.0;12.3;5.0;0;0.7;0.6;0;15.3;18.0;0.6;<0.1;0.7;2.5;0;14.2;0.2;0.5;11.5;1.7;4.4;5.3;0.2;0.4;1.2;1130;420;0;15;63.5;34.3;157.1;0.5;16.7;168.0;12.9;164.3;418.7;157.1;6.4;0.6;80.6;18.7;1.5;0.2;0.06;0.19;0.05;0.5;6.8;79.1;157.9;1.1;1.4;9.53
32058;Rahkamarjapiirakka, muropohja, luontaisesti gluteeniton;1076;29.7;12.4;5.1;0;2.2;0.6;0;13.9;15.8;0.6;<0.1;0.7;1.0;<0.1;13.3;1.0;1.4;11.7;1.7;4.5;5.3;0.2;0.4;1.3;1224;425;0;15;63.0;36.4;120.4;0.7;14.2;145.5;18.8;148.9;379.5;151.2;7.2;0.6;74.8;20.9;1.6;0.5;0.10;0.14;0.05;0.5;6.6;79.8;271.8;1.1;1.5;9.70
32055;Rahkamarjapiirakka, pullapohja, gluteeniton, vehnätärkkelys ja maito;726;23.8;5.6;5.8;0;0.8;0.8;0;9.1;14.8;0.6;<0.1;0.7;2.7;0;10.7;0.2;0.5;5.1;0.5;1.7;2.8;<0.1;0.1;0.3;316;98;0;13;53.8;8.6;100.3;0.5;20.1;185.9;13.8;104.2;265.6;121.4;6.3;0.6;92.0;25.9;1.7;0.3;0.07;0.22;0.05;0.6;6.9;57.6;134.4;0.5;0.7;4.16
31752;Rahkamarjapiirakka, pullapohja, kevytmaito;724;22.1;5.8;6.6;0;1.2;0.8;0;8.8;13.2;0.6;<0.1;0.7;1.8;0.1;10.0;0.3;0.8;5.3;0.6;1.7;2.9;<0.1;0.1;0.4;404;107;0;13;53.1;15.0;78.8;0.5;18.6;174.6;15.1;94.8;241.7;118.1;7.1;0.6;98.3;26.3;1.9;0.3;0.07;0.18;0.05;0.5;6.8;57.6;133.9;0.5;0.7;4.37
32056;Rahkamarjapiirakka, pullapohja, luontaisesti gluteeniton, maito;702;21.8;5.6;5.8;0;1.7;0.8;0;8.2;13.4;0.6;<0.1;0.7;1.8;<0.1;10.2;0.7;1.1;5.2;0.5;1.7;2.8;<0.1;0.1;0.4;372;101;0;13;53.5;9.9;78.1;0.6;18.6;172.4;17.4;95.0;242.0;117.9;6.8;0.6;88.5;27.2;1.8;0.5;0.09;0.19;0.06;0.5;6.8;58.0;203.0;0.5;0.7;4.27
